,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
3791,1,26,188.0,91.0,28.0,110.0,40.7,186.0
3792,0,35,165.0,61.0,20.0,99.0,40.3,110.0
3793,1,48,181.0,86.0,3.0,87.0,38.9,12.0
3794,1,65,190.0,95.0,9.0,88.0,39.8,48.0
3795,0,65,166.0,64.0,27.0,114.0,40.7,205.0
3796,1,57,191.0,92.0,9.0,87.0,40.0,42.0
3797,0,35,172.0,72.0,28.0,106.0,40.8,170.0
3798,0,66,167.0,71.0,27.0,106.0,40.8,179.0
3799,1,21,173.0,75.0,10.0,94.0,40.1,36.0
3800,0,65,171.0,66.0,27.0,104.0,40.9,175.0
3801,0,23,160.0,55.0,28.0,113.0,41.0,192.0
3802,1,49,180.0,81.0,21.0,103.0,40.4,136.0
3803,1,28,165.0,74.0,20.0,95.0,40.6,82.0
3804,1,61,185.0,81.0,4.0,81.0,38.9,15.0
3805,1,34,172.0,81.0,21.0,103.0,40.7,121.0
3806,1,34,187.0,81.0,18.0,107.0,40.3,114.0
3807,1,48,190.0,95.0,10.0,92.0,39.7,51.0
3808,0,62,173.0,73.0,13.0,85.0,40.0,56.0
3809,1,20,187.0,93.0,8.0,89.0,39.5,26.0
3810,0,63,169.0,66.0,19.0,103.0,40.5,120.0
3811,1,48,173.0,79.0,21.0,96.0,40.7,112.0
3812,1,21,191.0,95.0,25.0,110.0,40.8,162.0
3813,0,22,170.0,69.0,26.0,100.0,41.0,137.0
3814,0,52,151.0,58.0,16.0,93.0,40.1,83.0
3815,0,29,164.0,57.0,9.0,87.0,39.9,37.0
3816,0,27,193.0,87.0,12.0,97.0,39.9,57.0
3817,1,61,183.0,85.0,20.0,99.0,40.7,131.0
3818,0,26,167.0,67.0,7.0,84.0,39.6,25.0
3819,1,50,181.0,84.0,5.0,92.0,39.0,25.0
3820,1,79,196.0,100.0,21.0,93.0,40.4,143.0
3821,0,30,164.0,61.0,12.0,94.0,39.9,58.0
3822,0,63,161.0,61.0,20.0,106.0,40.1,135.0
3823,0,41,170.0,72.0,17.0,92.0,40.2,80.0
3824,0,32,160.0,62.0,28.0,107.0,40.7,176.0
3825,0,23,160.0,62.0,9.0,97.0,39.3,45.0
3826,1,44,186.0,86.0,26.0,100.0,40.5,153.0
3827,1,57,195.0,91.0,14.0,92.0,40.0,76.0
3828,1,32,167.0,66.0,11.0,93.0,39.8,42.0
3829,0,42,172.0,67.0,4.0,87.0,38.9,17.0
3830,0,40,171.0,72.0,13.0,100.0,40.0,72.0
3831,1,45,187.0,85.0,18.0,91.0,40.4,82.0
3832,0,64,161.0,68.0,23.0,109.0,40.8,160.0
3833,1,34,203.0,101.0,12.0,102.0,39.8,72.0
3834,1,47,174.0,80.0,16.0,101.0,40.5,97.0
3835,0,25,169.0,68.0,14.0,88.0,40.1,57.0
3836,0,39,156.0,58.0,5.0,78.0,39.3,17.0
3837,1,25,193.0,99.0,4.0,91.0,38.9,16.0
3838,1,63,185.0,82.0,6.0,83.0,39.1,25.0
3839,0,20,155.0,55.0,2.0,82.0,38.3,7.0
3840,1,40,204.0,105.0,28.0,111.0,41.0,217.0
3841,1,77,201.0,101.0,24.0,109.0,40.8,220.0
3842,1,57,190.0,96.0,2.0,83.0,37.9,8.0
3843,1,33,174.0,77.0,9.0,78.0,39.7,17.0
3844,1,65,174.0,81.0,21.0,103.0,40.6,152.0
3845,1,35,196.0,95.0,11.0,93.0,39.4,51.0
3846,0,35,173.0,71.0,29.0,114.0,41.0,202.0
3847,1,26,195.0,97.0,7.0,84.0,39.4,20.0
3848,1,22,189.0,93.0,5.0,77.0,39.2,8.0
3849,0,37,167.0,64.0,9.0,91.0,39.9,42.0
3850,1,27,192.0,93.0,27.0,112.0,40.5,190.0
3851,1,24,167.0,66.0,27.0,100.0,40.5,121.0
3852,1,20,171.0,77.0,3.0,86.0,38.6,7.0
3853,0,76,179.0,80.0,21.0,110.0,40.9,150.0
3854,0,28,171.0,68.0,17.0,107.0,40.1,104.0
3855,1,57,176.0,82.0,6.0,92.0,39.2,31.0
3856,0,40,164.0,64.0,15.0,93.0,40.3,73.0
3857,0,57,170.0,69.0,20.0,96.0,40.2,109.0
3858,1,36,193.0,91.0,30.0,107.0,41.0,200.0
3859,0,57,139.0,44.0,28.0,108.0,40.9,198.0
3860,1,37,158.0,63.0,20.0,103.0,40.5,110.0
3861,0,79,162.0,58.0,18.0,95.0,40.1,106.0
3862,0,20,174.0,77.0,21.0,110.0,40.7,130.0
3863,0,26,158.0,60.0,17.0,91.0,40.4,76.0
3864,1,38,181.0,80.0,18.0,98.0,40.2,93.0
3865,1,70,174.0,78.0,22.0,100.0,40.6,153.0
3866,0,25,158.0,53.0,21.0,103.0,40.4,123.0
3867,0,33,179.0,72.0,6.0,94.0,39.5,29.0
3868,1,66,182.0,84.0,4.0,87.0,38.9,20.0
3869,0,28,163.0,66.0,21.0,99.0,40.8,111.0
3870,1,45,188.0,97.0,13.0,92.0,39.5,65.0
3871,0,24,159.0,58.0,30.0,112.0,40.9,202.0
3872,0,71,189.0,89.0,18.0,89.0,40.4,84.0
3873,1,30,192.0,92.0,1.0,72.0,37.7,1.0
3874,0,36,180.0,75.0,19.0,98.0,40.6,99.0
3875,1,38,176.0,79.0,3.0,92.0,38.5,13.0
3876,0,67,162.0,63.0,5.0,87.0,39.3,24.0
3877,1,58,181.0,82.0,25.0,104.0,41.0,177.0
3878,0,22,167.0,64.0,16.0,89.0,40.2,66.0
3879,0,49,168.0,66.0,2.0,81.0,38.3,7.0
3880,0,53,169.0,64.0,11.0,96.0,39.7,60.0
3881,0,43,160.0,59.0,6.0,75.0,39.3,19.0
3882,0,39,160.0,60.0,16.0,96.0,40.3,84.0
3883,1,21,199.0,97.0,2.0,76.0,38.3,3.0
3884,0,41,155.0,62.0,28.0,113.0,41.1,198.0
3885,0,46,170.0,71.0,16.0,106.0,40.2,101.0
3886,1,30,185.0,84.0,28.0,103.0,40.9,157.0
3887,0,26,162.0,59.0,15.0,92.0,40.4,69.0
3888,0,27,182.0,75.0,5.0,93.0,39.5,23.0
3889,1,32,190.0,89.0,15.0,98.0,40.3,76.0
3890,1,32,194.0,98.0,3.0,86.0,38.6,10.0
3891,0,22,159.0,58.0,6.0,85.0,39.0,23.0
3892,0,71,165.0,60.0,28.0,115.0,40.7,220.0
3893,0,44,173.0,66.0,25.0,88.0,40.6,110.0
3894,1,21,192.0,94.0,10.0,90.0,39.6,34.0
3895,0,36,152.0,53.0,6.0,83.0,39.2,23.0
3896,0,23,154.0,54.0,28.0,105.0,41.0,168.0
3897,0,23,171.0,66.0,22.0,106.0,40.7,131.0
3898,1,41,186.0,82.0,14.0,100.0,40.3,79.0
3899,1,20,193.0,98.0,8.0,92.0,39.8,30.0
3900,0,45,154.0,55.0,30.0,111.0,40.9,211.0
3901,1,25,179.0,78.0,6.0,97.0,39.3,26.0
3902,1,21,191.0,89.0,9.0,85.0,39.5,23.0
3903,0,76,170.0,73.0,3.0,74.0,38.1,10.0
3904,0,38,178.0,68.0,12.0,97.0,40.0,63.0
3905,1,45,184.0,91.0,16.0,91.0,40.2,75.0
3906,0,47,154.0,53.0,25.0,103.0,40.6,156.0
3907,1,56,179.0,87.0,5.0,95.0,39.1,29.0
3908,0,33,161.0,65.0,5.0,82.0,39.0,18.0
3909,0,21,169.0,63.0,11.0,91.0,40.0,48.0
3910,1,21,178.0,79.0,15.0,98.0,40.0,65.0
3911,0,22,157.0,56.0,26.0,114.0,40.8,180.0
3912,1,57,186.0,83.0,18.0,98.0,40.7,111.0
3913,1,24,180.0,79.0,26.0,102.0,40.8,132.0
3914,0,22,178.0,71.0,17.0,106.0,40.5,100.0
3915,1,44,175.0,79.0,23.0,103.0,40.7,142.0
3916,0,29,165.0,62.0,13.0,87.0,40.2,53.0
3917,0,50,163.0,64.0,12.0,94.0,40.3,62.0
3918,1,40,176.0,77.0,28.0,107.0,40.9,184.0
3919,0,26,164.0,62.0,15.0,95.0,39.8,73.0
3920,0,47,159.0,59.0,28.0,105.0,41.0,178.0
3921,0,32,165.0,65.0,20.0,91.0,40.6,90.0
3922,0,75,158.0,56.0,10.0,91.0,40.0,54.0
3923,0,38,173.0,77.0,15.0,94.0,40.3,72.0
3924,0,65,157.0,59.0,13.0,91.0,40.0,67.0
3925,1,77,184.0,88.0,26.0,111.0,40.5,239.0
3926,0,22,162.0,56.0,17.0,96.0,40.6,85.0
3927,1,46,181.0,87.0,20.0,103.0,40.8,129.0
3928,1,70,176.0,77.0,25.0,118.0,40.8,242.0
3929,1,31,180.0,79.0,4.0,86.0,39.1,12.0
3930,0,26,170.0,67.0,19.0,97.0,40.6,96.0
3931,0,26,155.0,52.0,23.0,109.0,40.4,150.0
3932,1,33,174.0,79.0,17.0,100.0,40.5,89.0
3933,0,24,181.0,70.0,5.0,80.0,39.3,16.0
3934,1,41,178.0,78.0,4.0,78.0,39.2,9.0
3935,0,32,154.0,57.0,10.0,96.0,39.7,52.0
3936,1,57,177.0,80.0,8.0,91.0,39.7,40.0
3937,1,29,201.0,101.0,4.0,79.0,39.1,9.0
3938,0,45,170.0,70.0,20.0,100.0,40.7,113.0
3939,1,76,182.0,89.0,15.0,96.0,40.4,103.0
3940,0,31,168.0,59.0,28.0,102.0,40.7,161.0
3941,1,71,174.0,78.0,15.0,105.0,40.0,117.0
3942,0,71,154.0,61.0,25.0,111.0,40.6,185.0
3943,0,74,164.0,62.0,26.0,104.0,41.0,174.0
3944,1,35,200.0,101.0,6.0,85.0,39.1,21.0
3945,0,48,171.0,69.0,21.0,99.0,40.6,118.0
3946,1,45,190.0,99.0,18.0,105.0,40.6,125.0
3947,1,56,173.0,73.0,4.0,85.0,38.4,16.0
3948,1,31,183.0,87.0,15.0,97.0,40.2,72.0
3949,1,40,168.0,72.0,14.0,99.0,39.8,73.0
3950,0,51,162.0,59.0,21.0,107.0,40.7,140.0
3951,1,43,185.0,85.0,19.0,94.0,40.3,93.0
3952,0,35,150.0,53.0,19.0,101.0,40.8,110.0
3953,0,21,151.0,49.0,14.0,101.0,40.3,79.0
3954,1,46,179.0,76.0,28.0,102.0,41.0,170.0
3955,0,69,170.0,72.0,16.0,88.0,40.1,76.0
3956,0,29,185.0,75.0,30.0,109.0,41.2,188.0
3957,1,56,177.0,84.0,12.0,90.0,40.1,59.0
3958,0,32,166.0,66.0,14.0,89.0,39.9,60.0
3959,0,50,169.0,74.0,8.0,90.0,39.6,37.0
3960,0,22,154.0,49.0,16.0,95.0,40.3,80.0
3961,0,23,167.0,61.0,10.0,92.0,39.6,45.0
3962,0,25,166.0,65.0,6.0,89.0,39.2,25.0
3963,0,37,179.0,75.0,4.0,89.0,38.8,17.0
3964,0,44,172.0,62.0,16.0,95.0,40.3,83.0
3965,0,47,152.0,55.0,16.0,98.0,40.3,91.0
3966,0,50,170.0,66.0,6.0,85.0,39.5,25.0
3967,1,65,187.0,89.0,18.0,101.0,40.0,128.0
3968,0,68,141.0,48.0,2.0,85.0,38.2,10.0
3969,1,40,189.0,91.0,25.0,99.0,40.6,141.0
3970,1,71,191.0,94.0,19.0,101.0,40.5,143.0
3971,1,65,193.0,96.0,27.0,107.0,40.5,221.0
3972,1,25,204.0,103.0,10.0,93.0,40.0,43.0
3973,0,69,169.0,67.0,29.0,111.0,40.7,211.0
3974,0,21,165.0,66.0,6.0,83.0,39.3,21.0
3975,1,76,177.0,83.0,14.0,101.0,40.3,105.0
3976,0,27,156.0,55.0,19.0,104.0,40.6,113.0
3977,1,75,169.0,72.0,16.0,98.0,40.0,108.0
3978,1,64,177.0,81.0,15.0,93.0,40.0,85.0
3979,0,33,177.0,72.0,14.0,92.0,40.3,64.0
3980,1,65,179.0,80.0,6.0,91.0,39.5,32.0
3981,0,42,166.0,63.0,11.0,80.0,40.2,39.0
3982,0,20,152.0,53.0,3.0,76.0,38.3,9.0
3983,1,71,184.0,91.0,14.0,87.0,40.0,75.0
3984,1,53,196.0,103.0,9.0,91.0,39.8,48.0
3985,1,68,184.0,91.0,16.0,90.0,40.1,90.0
3986,1,75,178.0,83.0,26.0,119.0,40.7,265.0
3987,1,78,174.0,80.0,9.0,87.0,39.5,49.0
3988,0,79,170.0,75.0,8.0,87.0,39.4,38.0
3989,0,69,170.0,71.0,25.0,99.0,40.7,149.0
3990,1,26,177.0,78.0,23.0,104.0,40.3,125.0
3991,1,74,183.0,91.0,19.0,97.0,40.7,133.0
3992,1,74,184.0,83.0,13.0,97.0,39.9,89.0
3993,0,31,167.0,65.0,19.0,99.0,40.3,102.0
3994,0,32,161.0,57.0,4.0,91.0,39.0,19.0
3995,0,74,150.0,56.0,9.0,90.0,39.6,48.0
3996,1,78,184.0,86.0,26.0,107.0,40.6,223.0
3997,1,24,193.0,89.0,27.0,108.0,40.7,167.0
3998,0,52,181.0,76.0,6.0,85.0,39.2,25.0
3999,0,22,167.0,64.0,7.0,91.0,39.4,31.0
4000,0,24,148.0,50.0,15.0,98.0,40.3,80.0
4001,0,45,167.0,69.0,9.0,96.0,39.8,47.0
4002,1,29,196.0,97.0,26.0,105.0,40.9,160.0
4003,0,60,169.0,71.0,10.0,98.0,39.8,57.0
4004,0,32,142.0,48.0,5.0,79.0,38.9,17.0
4005,1,26,187.0,87.0,10.0,86.0,39.4,29.0
4006,0,44,154.0,62.0,18.0,96.0,40.4,96.0
4007,1,53,182.0,78.0,12.0,91.0,40.0,58.0
4008,1,22,185.0,88.0,22.0,113.0,40.6,150.0
4009,0,52,173.0,68.0,20.0,99.0,40.3,114.0
4010,1,70,176.0,83.0,6.0,96.0,39.2,39.0
4011,0,32,150.0,57.0,19.0,96.0,40.3,98.0
4012,1,72,191.0,94.0,19.0,103.0,40.6,149.0
4013,0,73,141.0,47.0,22.0,97.0,40.8,135.0
4014,1,38,197.0,104.0,16.0,97.0,40.1,89.0
4015,1,40,184.0,92.0,11.0,95.0,40.0,56.0
4016,1,51,189.0,88.0,15.0,104.0,39.7,103.0
4017,0,45,163.0,64.0,8.0,80.0,40.0,29.0
4018,0,29,158.0,56.0,10.0,91.0,39.9,46.0
4019,0,51,164.0,60.0,19.0,92.0,40.3,96.0
4020,0,56,158.0,54.0,8.0,90.0,39.3,40.0
4021,0,22,164.0,62.0,2.0,85.0,38.5,7.0
4022,1,62,187.0,94.0,5.0,84.0,39.5,23.0
4023,0,72,146.0,53.0,12.0,94.0,40.1,69.0
4024,1,38,172.0,78.0,20.0,94.0,40.5,90.0
4025,0,42,149.0,50.0,15.0,99.0,40.2,86.0
4026,1,27,194.0,90.0,7.0,89.0,39.5,24.0
4027,1,23,187.0,83.0,24.0,104.0,40.9,130.0
4028,0,32,151.0,52.0,15.0,99.0,40.0,83.0
4029,0,24,165.0,65.0,23.0,105.0,40.8,135.0
4030,0,36,144.0,49.0,11.0,91.0,40.2,53.0
4031,0,35,174.0,67.0,25.0,107.0,40.8,156.0
4032,0,72,168.0,70.0,12.0,85.0,39.8,54.0
4033,1,23,175.0,70.0,5.0,78.0,39.0,6.0
4034,0,71,156.0,61.0,26.0,111.0,40.8,193.0
4035,0,27,176.0,69.0,6.0,82.0,39.2,21.0
4036,0,74,176.0,83.0,30.0,111.0,40.8,215.0
4037,0,42,145.0,44.0,9.0,89.0,39.4,43.0
4038,0,29,167.0,67.0,10.0,90.0,40.2,43.0
4039,0,73,166.0,65.0,7.0,83.0,39.5,31.0
4040,0,49,173.0,70.0,4.0,94.0,39.1,20.0
4041,1,38,187.0,82.0,9.0,95.0,39.5,43.0
4042,0,22,184.0,81.0,5.0,82.0,39.4,16.0
4043,0,64,175.0,68.0,3.0,87.0,38.6,14.0
4044,0,42,157.0,59.0,24.0,97.0,40.6,130.0
4045,0,41,163.0,62.0,3.0,87.0,38.5,13.0
4046,1,67,178.0,80.0,15.0,87.0,40.6,74.0
4047,1,68,186.0,88.0,1.0,87.0,37.8,5.0
4048,0,35,178.0,78.0,16.0,94.0,39.8,76.0
4049,1,41,184.0,82.0,19.0,104.0,40.4,119.0
4050,0,36,173.0,68.0,17.0,97.0,40.2,88.0
4051,1,69,195.0,95.0,10.0,92.0,39.6,61.0
4052,1,76,193.0,98.0,16.0,95.0,40.2,111.0
4053,1,25,179.0,85.0,29.0,108.0,40.6,179.0
4054,1,45,181.0,87.0,25.0,104.0,40.9,164.0
4055,0,63,172.0,66.0,26.0,104.0,41.1,168.0
4056,0,32,151.0,51.0,8.0,91.0,39.6,38.0
4057,0,56,165.0,67.0,21.0,96.0,40.8,115.0
4058,0,22,166.0,61.0,18.0,97.0,40.3,91.0
4059,0,25,159.0,59.0,21.0,96.0,40.9,105.0
4060,0,27,185.0,78.0,9.0,91.0,39.8,38.0
4061,0,32,176.0,77.0,21.0,103.0,40.5,118.0
4062,1,30,187.0,92.0,14.0,95.0,40.3,64.0
4063,0,40,158.0,52.0,24.0,108.0,40.4,160.0
4064,0,53,177.0,76.0,12.0,95.0,40.0,62.0
4065,1,35,182.0,83.0,6.0,92.0,39.4,25.0
4066,1,42,192.0,95.0,30.0,107.0,40.7,211.0
4067,1,63,193.0,104.0,14.0,94.0,40.2,88.0
4068,1,44,186.0,82.0,16.0,100.0,40.5,93.0
4069,1,50,164.0,68.0,28.0,108.0,40.9,196.0
4070,0,20,169.0,65.0,29.0,98.0,40.9,147.0
4071,1,70,183.0,88.0,17.0,96.0,40.3,112.0
4072,0,21,179.0,74.0,26.0,106.0,40.8,151.0
4073,0,54,161.0,60.0,9.0,94.0,39.5,48.0
4074,0,21,164.0,61.0,19.0,95.0,40.3,91.0
4075,0,47,181.0,81.0,27.0,104.0,40.8,161.0
4076,1,34,194.0,96.0,25.0,111.0,41.2,182.0
4077,0,51,166.0,65.0,25.0,91.0,40.5,122.0
4078,0,25,175.0,70.0,20.0,105.0,40.4,117.0
4079,0,22,177.0,68.0,22.0,96.0,40.6,106.0
4080,0,60,165.0,60.0,4.0,86.0,38.6,18.0
4081,0,28,160.0,65.0,24.0,104.0,40.6,140.0
4082,1,68,169.0,69.0,11.0,94.0,39.8,64.0
4083,0,23,165.0,59.0,28.0,113.0,40.5,190.0
4084,1,60,177.0,81.0,25.0,104.0,40.6,179.0
4085,0,23,159.0,57.0,17.0,90.0,40.2,74.0
4086,0,32,169.0,65.0,7.0,82.0,39.3,25.0
4087,1,34,189.0,93.0,26.0,98.0,40.8,137.0
4088,1,27,182.0,80.0,3.0,74.0,38.9,3.0
4089,1,38,202.0,108.0,19.0,100.0,40.4,115.0
4090,1,22,184.0,88.0,24.0,104.0,40.2,131.0
4091,1,44,179.0,81.0,27.0,110.0,40.5,197.0
4092,0,45,167.0,66.0,23.0,98.0,40.4,126.0
4093,0,60,163.0,60.0,11.0,91.0,39.7,56.0
4094,0,42,180.0,78.0,6.0,79.0,39.3,19.0
4095,1,60,193.0,93.0,30.0,112.0,40.9,259.0
4096,0,45,177.0,72.0,2.0,75.0,38.3,6.0
4097,1,38,174.0,74.0,15.0,92.0,40.1,62.0
4098,0,69,162.0,63.0,23.0,104.0,40.8,152.0
4099,1,60,195.0,89.0,24.0,108.0,40.4,190.0
4100,0,53,178.0,70.0,18.0,95.0,40.6,95.0
4101,1,20,173.0,74.0,2.0,83.0,37.9,4.0
4102,0,62,178.0,77.0,16.0,91.0,40.7,78.0
4103,1,44,168.0,72.0,28.0,113.0,40.9,211.0
4104,0,76,186.0,89.0,11.0,98.0,40.0,63.0
4105,1,27,187.0,88.0,14.0,98.0,40.2,67.0
4106,1,20,190.0,85.0,22.0,103.0,40.6,114.0
4107,1,78,197.0,103.0,9.0,89.0,39.7,56.0
4108,0,62,156.0,63.0,13.0,86.0,40.4,59.0
4109,1,52,184.0,88.0,27.0,111.0,41.2,215.0
4110,0,27,173.0,68.0,18.0,99.0,40.4,94.0
4111,1,25,170.0,68.0,25.0,110.0,40.6,152.0
4112,0,43,172.0,64.0,9.0,84.0,39.5,36.0
4113,0,36,179.0,76.0,1.0,83.0,37.3,4.0
4114,1,20,191.0,91.0,9.0,100.0,39.7,44.0
4115,0,28,165.0,59.0,11.0,91.0,39.8,50.0
4116,1,40,176.0,77.0,6.0,92.0,39.2,26.0
4117,0,43,172.0,67.0,21.0,99.0,40.6,116.0
4118,1,60,192.0,97.0,17.0,80.0,40.3,66.0
4119,0,26,150.0,49.0,24.0,104.0,40.9,145.0
4120,0,56,180.0,79.0,4.0,74.0,39.0,12.0
4121,1,40,201.0,98.0,21.0,108.0,40.7,150.0
4122,0,40,178.0,77.0,14.0,89.0,40.3,60.0
4123,0,71,169.0,74.0,13.0,98.0,40.1,76.0
4124,0,40,176.0,72.0,4.0,84.0,38.6,15.0
4125,1,40,183.0,90.0,5.0,80.0,39.0,14.0
4126,0,36,168.0,62.0,27.0,117.0,40.6,200.0
4127,0,51,163.0,64.0,16.0,96.0,40.1,87.0
4128,0,30,141.0,45.0,27.0,112.0,41.1,189.0
4129,0,25,173.0,64.0,26.0,104.0,40.6,151.0
4130,0,25,180.0,77.0,7.0,86.0,39.8,26.0
4131,0,22,164.0,65.0,30.0,98.0,41.1,153.0
4132,1,74,182.0,88.0,14.0,88.0,40.0,78.0
4133,1,61,183.0,85.0,15.0,101.0,40.0,103.0
4134,1,36,180.0,78.0,6.0,85.0,39.2,18.0
4135,1,52,189.0,93.0,24.0,111.0,40.7,194.0
4136,1,29,188.0,86.0,7.0,83.0,39.3,18.0
4137,0,44,156.0,55.0,29.0,107.0,40.9,191.0
4138,1,27,183.0,79.0,13.0,99.0,40.2,62.0
4139,0,55,144.0,50.0,7.0,82.0,39.4,29.0
4140,0,28,166.0,59.0,14.0,94.0,40.1,68.0
4141,0,25,165.0,64.0,22.0,110.0,40.2,142.0
4142,0,68,152.0,54.0,26.0,105.0,40.8,177.0
4143,0,48,150.0,53.0,14.0,95.0,40.5,76.0
4144,1,20,191.0,94.0,9.0,92.0,40.0,33.0
4145,1,57,204.0,113.0,6.0,75.0,39.2,20.0
4146,1,24,190.0,92.0,14.0,92.0,39.9,54.0
4147,0,52,151.0,52.0,16.0,99.0,40.4,95.0
4148,1,67,187.0,87.0,9.0,87.0,39.5,46.0
4149,0,74,181.0,77.0,7.0,87.0,39.0,33.0
4150,0,30,154.0,52.0,22.0,97.0,40.7,117.0
4151,0,37,167.0,70.0,29.0,113.0,40.7,200.0
4152,1,38,182.0,80.0,27.0,114.0,40.6,205.0
4153,0,37,176.0,70.0,25.0,108.0,41.0,159.0
4154,0,37,177.0,69.0,14.0,97.0,39.9,73.0
4155,1,30,187.0,89.0,3.0,91.0,38.4,12.0
4156,1,23,189.0,91.0,23.0,107.0,40.8,139.0
4157,0,36,172.0,74.0,13.0,106.0,40.1,79.0
4158,1,61,189.0,98.0,25.0,110.0,40.4,212.0
4159,0,34,169.0,65.0,2.0,82.0,37.8,7.0
4160,1,72,179.0,82.0,25.0,99.0,40.7,175.0
4161,0,38,167.0,67.0,6.0,84.0,39.3,23.0
4162,1,54,186.0,82.0,2.0,83.0,38.3,7.0
4163,1,76,187.0,94.0,7.0,98.0,39.1,51.0
4164,0,66,175.0,69.0,7.0,86.0,39.4,32.0
4165,0,65,166.0,70.0,14.0,98.0,39.8,81.0
4166,0,57,150.0,57.0,1.0,84.0,37.8,4.0
4167,0,41,149.0,55.0,16.0,96.0,40.1,86.0
4168,0,41,152.0,56.0,26.0,110.0,40.9,178.0
4169,1,54,181.0,90.0,12.0,94.0,40.0,67.0
4170,0,66,171.0,65.0,28.0,96.0,40.6,158.0
4171,1,42,175.0,72.0,28.0,107.0,41.1,183.0
4172,1,22,177.0,83.0,20.0,99.0,40.4,92.0
4173,0,44,181.0,81.0,28.0,104.0,40.8,165.0
4174,0,51,150.0,57.0,18.0,100.0,40.1,107.0
4175,0,33,160.0,57.0,13.0,100.0,40.0,73.0
4176,0,39,163.0,65.0,7.0,85.0,39.6,28.0
4177,0,37,180.0,73.0,24.0,98.0,40.6,126.0
4178,1,58,180.0,86.0,12.0,92.0,40.3,64.0
4179,1,50,176.0,82.0,5.0,86.0,39.2,20.0
4180,0,20,172.0,70.0,18.0,105.0,40.6,103.0
4181,1,28,179.0,77.0,7.0,87.0,39.3,21.0
4182,0,27,180.0,80.0,13.0,93.0,40.0,58.0
4183,1,43,185.0,85.0,14.0,96.0,40.2,73.0
4184,0,38,161.0,59.0,5.0,79.0,38.9,17.0
4185,1,22,187.0,86.0,17.0,94.0,40.1,67.0
4186,1,21,205.0,103.0,21.0,109.0,40.4,137.0
4187,0,74,162.0,67.0,23.0,100.0,40.8,143.0
4188,1,22,179.0,81.0,13.0,96.0,39.9,54.0
4189,0,23,170.0,67.0,3.0,88.0,38.3,12.0
4190,1,43,187.0,94.0,25.0,102.0,40.7,158.0
4191,1,47,199.0,109.0,1.0,83.0,38.2,4.0
4192,1,44,189.0,95.0,12.0,94.0,40.0,62.0
4193,1,56,178.0,80.0,25.0,109.0,40.6,192.0
4194,0,25,154.0,53.0,12.0,95.0,40.1,60.0
4195,0,31,167.0,66.0,28.0,113.0,40.7,192.0
4196,0,27,153.0,53.0,24.0,109.0,41.0,157.0
4197,1,42,186.0,89.0,10.0,92.0,39.9,47.0
4198,0,33,165.0,67.0,4.0,88.0,39.1,17.0
4199,1,60,187.0,98.0,26.0,104.0,40.9,196.0
4200,0,63,123.0,40.0,9.0,97.0,39.9,55.0
4201,0,25,156.0,51.0,22.0,99.0,40.7,120.0
4202,1,69,168.0,71.0,20.0,107.0,40.5,157.0
4203,0,40,174.0,68.0,5.0,87.0,38.9,21.0
4204,0,21,172.0,71.0,10.0,88.0,39.8,39.0
4205,0,25,174.0,72.0,9.0,93.0,39.6,41.0
4206,1,29,204.0,98.0,18.0,97.0,40.3,90.0
4207,0,68,171.0,67.0,3.0,85.0,38.5,13.0
4208,1,74,188.0,93.0,5.0,85.0,39.2,26.0
4209,1,20,198.0,102.0,10.0,89.0,39.5,34.0
4210,1,22,203.0,97.0,8.0,90.0,39.4,28.0
4211,1,24,180.0,84.0,8.0,97.0,39.6,35.0
4212,1,32,174.0,77.0,3.0,79.0,38.6,6.0
4213,0,59,183.0,84.0,12.0,86.0,40.2,50.0
4214,0,36,159.0,61.0,13.0,91.0,39.9,60.0
4215,0,53,172.0,73.0,6.0,75.0,39.5,18.0
4216,0,28,159.0,60.0,12.0,91.0,39.9,54.0
4217,1,27,181.0,81.0,14.0,86.0,40.5,40.0
4218,1,20,173.0,68.0,4.0,87.0,39.1,10.0
4219,1,71,168.0,68.0,18.0,98.0,40.2,117.0
4220,1,25,186.0,84.0,26.0,111.0,40.7,171.0
4221,0,60,162.0,59.0,24.0,112.0,40.6,176.0
4222,1,76,192.0,95.0,17.0,101.0,40.3,132.0
4223,1,72,192.0,102.0,12.0,98.0,40.0,87.0
4224,0,72,153.0,58.0,12.0,90.0,40.0,63.0
4225,1,47,154.0,54.0,9.0,94.0,39.8,40.0
4226,0,31,168.0,67.0,13.0,95.0,40.0,64.0
4227,1,27,183.0,80.0,13.0,94.0,39.8,52.0
4228,1,55,173.0,74.0,9.0,86.0,39.7,36.0
4229,1,66,198.0,96.0,6.0,86.0,39.1,30.0
4230,1,28,178.0,85.0,24.0,110.0,40.7,158.0
4231,1,42,175.0,78.0,25.0,111.0,40.9,182.0
4232,0,21,155.0,55.0,29.0,112.0,40.9,195.0
4233,0,47,168.0,69.0,7.0,90.0,39.5,32.0
4234,0,22,161.0,55.0,29.0,102.0,40.6,164.0
4235,0,29,147.0,50.0,15.0,97.0,40.0,80.0
4236,1,21,178.0,79.0,11.0,86.0,39.7,28.0
4237,0,64,165.0,66.0,8.0,80.0,39.4,31.0
4238,0,62,160.0,59.0,5.0,82.0,39.1,21.0
4239,0,47,172.0,70.0,19.0,99.0,40.4,106.0
4240,1,51,192.0,94.0,14.0,102.0,40.3,94.0
